customerid,creditscore,balance,numofproducts,hascrcard,isactivemember
15716501,659,95377.13,1,0,1
15589948,607,135936.1,2,1,1
15811343,644,161591.11,3,1,1
15659677,746,142382.03,1,1,1
15594436,588,0.0,2,1,1
15748995,691,0.0,2,0,1
15677062,666,127043.09,1,1,1
15697201,640,0.0,1,1,1
15666453,611,78885.88,2,1,1
15693771,651,95922.9,1,1,0
15569867,529,0.0,2,1,0
15711602,676,91711.59,1,1,1
15717736,639,110031.09,2,1,1
15750441,782,81210.72,2,0,1
15732791,641,122947.92,1,1,1
15775104,697,182065.85,1,1,0
15757607,623,0.0,1,1,0
15793070,494,69974.66,2,1,0
15760456,731,123711.73,2,1,0
15665385,657,76495.04,1,1,0
15612418,744,0.0,2,0,0
15727138,774,0.0,2,1,1
15732061,850,121874.89,1,0,0
15776051,551,0.0,2,1,1
15616530,638,188455.19,1,0,0
15632344,792,99045.93,2,1,0
15744979,666,0.0,1,0,1
15745433,716,205770.78,2,0,0
15683657,594,79340.95,1,1,0
15718572,600,138456.03,2,1,1
15665783,565,0.0,2,1,1
15652782,678,101099.9,2,0,1
15707025,648,0.0,2,1,1
15647807,642,109219.83,1,1,0
15718281,706,123276.69,2,1,1
15660571,668,113034.31,1,1,1
15727857,635,0.0,2,1,0
15639252,603,129548.5,2,1,1
15628144,635,74812.84,1,0,1
15683560,642,0.0,2,1,0
15653275,785,0.0,2,1,0
15622182,628,153538.13,2,1,0
15613962,499,0.0,2,0,1
15618437,567,0.0,2,0,1
15783338,449,155619.36,1,1,1
15764491,701,159693.9,2,1,1
15712960,613,171653.17,1,0,1
15688157,683,47685.47,2,1,1
15579287,581,0.0,2,0,1
15570931,620,0.0,1,0,0
15615177,561,123692.0,1,1,1
15809906,558,148853.29,2,1,1
15652169,642,133161.95,1,0,1
15649450,805,143221.35,2,1,0
15777179,687,0.0,2,0,1
15803538,695,0.0,3,1,0
15610936,562,0.0,2,1,0
15590094,613,126265.88,2,0,0
15572706,589,0.0,1,1,0
15634564,593,112713.34,1,1,1
15684296,714,141173.03,1,0,1
15702293,588,0.0,2,1,1
15642099,679,0.0,2,1,0
15773273,730,118866.36,1,1,1
15613337,833,0.0,2,1,1
15800482,586,0.0,2,1,1
15732644,567,92316.31,2,1,0
15713426,637,122185.53,1,1,0
15640789,711,123345.85,1,1,0
15598892,828,73070.18,2,0,0
15606436,500,0.0,2,0,0
15751227,807,95120.59,1,0,0
15812365,850,102800.65,1,1,0
15616088,782,97072.42,1,0,1
15803886,629,132876.55,1,1,1
15587311,582,0.0,2,0,1
15617401,468,0.0,2,1,0
15775886,670,0.0,1,1,0
15807305,805,0.0,1,0,0
15761717,720,51962.91,2,1,0
15628008,781,98759.89,1,0,0
15583755,592,156570.86,1,1,1
15661409,542,0.0,1,1,1
15774250,532,159024.71,1,1,0
15681476,520,73493.17,1,0,1
15654870,759,0.0,2,1,1
15790448,473,69617.36,1,1,0
15785326,639,136526.26,2,1,0
15592854,705,113736.27,1,0,1
15617486,530,106723.28,1,0,0
15806796,516,138847.9,1,1,1
15644699,850,0.0,2,1,0
15622305,746,107868.14,2,1,1
15608209,622,96926.12,2,1,0
15626898,743,77599.23,1,0,0
15644297,732,178787.54,1,1,1
15731569,850,0.0,2,1,1
15582149,850,129668.43,2,1,1
15802483,686,146178.13,2,1,1
15686999,556,0.0,2,1,0
15772479,673,0.0,2,0,0
15778884,809,154763.21,2,1,1
15623630,634,116251.24,1,0,1
15774316,630,0.0,2,1,1
15695097,564,100954.88,2,0,0
15645404,625,124620.01,2,1,0
15750574,677,0.0,2,1,1
15636812,583,112701.04,1,0,0
15712068,592,84692.5,1,0,1
15652030,637,108204.52,1,1,0
15577398,850,86449.39,1,1,1
15756848,633,0.0,1,0,1
15806929,751,73194.99,1,1,1
15656005,592,124593.23,1,1,0
15722632,716,119655.77,1,1,1
15794356,641,121765.37,2,1,1
15659656,849,110837.73,1,0,0
15588341,647,99835.17,1,0,1
15709142,608,91057.37,2,1,0
15627042,555,0.0,2,1,0
15627517,497,149400.27,1,0,0
15803032,599,89111.63,1,0,0
15665129,545,132527.9,2,0,1
15628272,774,114997.42,1,1,0
15678206,464,161798.53,1,1,0
15678427,696,96129.32,2,1,1
15678067,667,0.0,2,0,0
15793331,812,133050.97,2,1,0
15699532,516,120124.35,2,0,1
15605827,645,0.0,2,0,0
15643635,664,133705.74,1,0,0
15787710,427,0.0,2,1,0
15614137,685,0.0,2,1,0
15754494,585,152805.05,1,1,0
15713440,519,151701.45,3,1,1
15803479,708,0.0,2,0,1
15709639,717,112465.06,1,1,1
15601719,465,156007.09,1,1,0
15772482,829,132405.52,3,1,0
15591489,826,142662.68,1,0,0
15629002,747,102603.3,2,1,1
15798053,707,0.0,2,1,0
15753895,590,0.0,2,0,0
15595426,603,105000.85,2,1,1
15645815,615,0.0,2,1,1
15632848,634,69518.95,1,1,0
15703068,716,126145.54,2,1,1
15791513,647,138937.35,1,1,1
15587210,591,113581.98,1,1,0
15793803,574,112572.39,1,0,0
15787756,467,114514.71,2,1,0
15723437,701,0.0,2,1,1
15702715,747,0.0,2,1,1
15809872,650,84906.45,1,1,0
15644295,731,126816.18,1,1,1
15778694,638,105249.76,2,1,1
15759555,569,0.0,2,1,0
15631406,459,109387.9,1,1,0
15616676,632,122478.51,1,1,0
15771154,683,137732.23,2,1,1
15669491,850,157866.77,1,1,1
15697691,512,0.0,1,1,1
15665180,616,136789.14,1,1,0
15752588,664,0.0,2,1,1
15743051,694,144684.03,1,1,1
15571873,655,107065.31,1,1,1
15679743,607,91301.72,1,0,1
15769412,684,207034.96,2,0,0
15775124,763,0.0,2,1,1
15732113,671,0.0,1,0,1
15578141,592,0.0,1,1,1
15595874,666,0.0,2,1,0
15755642,667,0.0,2,1,1
15576526,850,0.0,2,0,1
15792489,622,0.0,2,1,0
15733705,577,92472.1,2,0,1
15807221,555,0.0,2,0,0
15573045,547,127738.75,2,1,1
15756824,613,101242.98,2,1,0
15773520,672,92599.55,2,1,1
15627439,624,0.0,2,0,1
15701439,698,0.0,4,1,0
15785352,606,82373.94,1,0,0
15616525,720,141356.47,1,0,0
15717489,835,0.0,1,1,0
15795737,771,72664.0,2,1,1
15693877,811,123365.34,2,0,0
15576111,734,121898.58,1,1,0
15595713,548,0.0,1,1,1
15808868,652,103696.97,3,0,0
15708193,707,0.0,2,0,0
15697801,605,74129.18,2,1,1
15770121,623,0.0,1,1,0
15800524,686,185379.02,1,1,0
15686236,525,118087.68,1,1,0
15659807,657,109402.13,1,1,1
15736078,730,130367.87,1,1,0
15620836,816,108410.87,2,1,0
15698184,484,90408.16,2,0,0
15717643,728,90425.15,2,1,1
15776596,730,140094.59,1,1,0
15814757,477,0.0,2,0,1
15812607,663,95439.4,1,1,1
15663888,549,204017.4,2,1,0
15748882,714,0.0,2,1,0
15690829,430,137115.16,1,1,0
15695819,504,134740.19,2,1,0
15696834,530,0.0,2,0,0
15797710,619,98955.87,1,0,1
15700654,617,49157.09,2,1,0
15583764,791,130240.33,1,0,0
15688849,609,108019.27,3,1,1
15661473,780,126725.25,1,1,0
15601030,777,96693.66,1,1,1
15789557,817,129810.6,1,1,1
15745250,850,156652.13,1,0,0
15590349,732,0.0,1,0,0
15741693,693,130661.96,1,1,1
15618446,576,0.0,2,1,1
15766552,643,0.0,2,0,0
15668775,757,130747.1,1,1,0
15757895,569,106629.49,1,0,1
15774551,772,112029.83,1,1,1
15684011,576,130575.26,1,0,1
15736146,608,96679.71,1,1,1
15656286,794,0.0,2,0,0
15774847,593,171740.69,1,0,0
15619340,597,0.0,2,1,0
15815656,541,100116.67,1,1,1
15623357,692,120596.93,1,0,1
15601324,697,0.0,2,1,1
15715510,768,95984.69,2,1,1
15663770,802,142557.11,1,1,1
15779267,584,0.0,2,1,0
15597957,614,0.0,2,0,1
15584620,850,143644.16,1,1,0
15750772,671,132129.72,1,0,1
15706557,626,0.0,2,1,0
15594391,770,183555.24,1,0,0
15661656,633,91902.56,2,1,1
15631217,663,156218.19,1,0,1
15588955,581,93259.57,3,1,0
15758252,561,168085.38,2,0,1
15740223,479,107714.74,3,1,0
15805413,769,117852.26,2,1,0
15635116,659,0.0,1,1,0
15764892,590,84474.62,2,1,1
15795936,560,0.0,2,1,0
15655232,437,126803.34,2,1,1
15640133,661,0.0,2,1,0
15751524,677,68806.84,1,1,0
15670552,560,115141.18,1,1,0
15623966,578,0.0,2,0,1
15752193,421,90723.36,1,1,1
15607269,492,151249.45,2,1,1
15700752,545,0.0,2,1,1
15777901,640,94752.49,1,1,0
15639117,624,0.0,1,1,0
15720203,577,0.0,1,1,0
15586236,704,132084.66,3,1,1
15676645,523,0.0,2,1,1
15715988,793,0.0,2,1,1
15603749,564,45472.28,1,1,1
15608956,711,0.0,1,0,0
15733872,791,130229.71,2,0,0
15666982,629,123948.85,1,1,0
15602647,729,127415.85,1,1,1
15623063,651,110067.71,1,1,0
15682928,695,65521.2,1,1,1
15729246,847,0.0,2,1,1
15588928,704,0.0,2,1,1
15803352,613,155736.42,2,1,1
15607485,692,0.0,2,0,0
15656249,720,118307.57,2,1,1
15761783,577,0.0,1,1,1
15716605,710,103099.17,2,1,0
15757425,716,0.0,2,1,1
15603096,410,125789.69,1,0,0
15588580,584,109646.83,1,1,1
15770539,792,127187.86,1,1,1
15572022,605,0.0,1,0,1
15571843,486,0.0,1,1,0
15752502,615,130385.82,1,0,1
15609058,676,107787.47,1,0,1
15775108,571,99325.04,2,0,1
15708904,850,0.0,1,0,0
15600086,717,123764.95,1,1,1
15814675,642,128264.03,1,1,0
15572777,780,86006.21,1,1,1
15585106,492,57068.43,2,1,0
15738936,760,103607.24,2,0,1
15750970,500,99004.24,1,1,1
15725772,654,0.0,2,1,1
15692106,606,147386.72,3,1,0
15791533,367,93608.28,1,1,0
15715715,799,0.0,2,1,1
15785576,434,119496.87,1,1,0
15798834,719,0.0,1,0,0
15744127,641,0.0,2,1,0
15637427,461,0.0,2,1,1
15576990,790,152885.77,1,1,0
15615352,588,99607.37,2,0,1
15647333,621,137003.68,1,1,0
15572050,768,122831.58,1,1,1
15581370,681,99811.44,2,1,0
15813503,606,154712.58,2,1,0
15769783,542,0.0,1,1,1
15793135,713,147687.24,1,1,1
15599182,597,0.0,2,1,1
15689517,635,127009.83,1,1,0
15641366,599,124737.96,1,0,1
15588859,496,179356.28,2,1,0
15732293,759,0.0,2,1,1
15568032,757,127320.36,3,1,0
15623525,564,125175.58,1,1,1
15606601,561,186788.96,2,1,0
15800811,702,148556.74,1,0,1
15610711,678,128644.46,1,0,0
15809654,707,127476.73,2,1,1
15576077,610,159561.93,1,0,1
15643378,744,112419.92,1,1,1
15566790,598,129991.76,2,0,1
15774402,562,0.0,1,0,1
15694641,621,0.0,2,1,1
15605916,659,0.0,1,1,0
15812356,722,89175.06,2,0,1
15644179,606,0.0,2,1,0
15771674,603,162390.52,2,1,0
15623314,506,190353.08,1,1,0
15613292,715,0.0,2,1,0
15813871,690,0.0,2,1,0
15759480,644,139180.97,1,1,1
15587712,589,114435.47,1,1,0
15671165,592,149950.19,1,1,1
15620746,632,126115.6,1,1,0
15706537,577,111396.97,1,0,1
15589312,588,115007.08,1,0,0
15741180,617,102141.9,1,1,1
15733888,668,133686.52,1,1,0
15798532,810,120879.73,2,0,1
15577359,767,0.0,1,1,0
15614936,718,82321.88,1,0,1
15747647,589,0.0,2,1,0
15588566,778,116474.28,2,1,1
15570141,724,132352.69,1,1,0
15800793,477,182491.57,1,1,0
15572415,580,0.0,2,1,1
15635125,566,120787.18,2,1,1
15636551,711,130181.47,2,1,0
15600912,706,88348.43,2,1,1
15768476,703,0.0,2,1,1
15650266,679,146186.28,2,1,1
15621004,603,0.0,1,1,0
15748352,598,104488.17,1,0,1
15788920,836,109196.67,2,1,0
15743236,687,80538.56,1,1,0
15637717,704,109026.8,2,1,1
15635500,605,61319.63,1,0,1
15634792,516,0.0,2,0,1
15607560,572,0.0,2,1,1
15727177,557,177822.03,1,1,0
15774358,443,110939.3,1,1,0
15791304,604,165413.43,1,1,1
15603328,483,77805.66,1,1,1
15804937,702,0.0,2,0,0
15804142,670,175575.95,2,1,0
15608845,804,124197.22,1,1,0
15702434,850,0.0,2,1,0
15632609,554,160132.75,1,1,0
15603550,588,70258.88,2,1,0
15755239,758,162657.64,2,1,1
15670528,787,132217.45,1,1,0
15732704,582,148042.97,2,1,0
15589019,633,92855.02,1,1,1
15677796,766,129289.98,1,1,0
15760177,564,100252.18,1,1,1
15636595,602,107592.89,2,0,1
15737275,649,113096.41,1,1,1
15672905,679,0.0,2,1,1
15753955,639,149940.04,2,0,0
15708504,790,121438.58,1,1,1
15592451,565,0.0,2,1,0
15790455,478,0.0,1,0,1
15572174,825,148874.01,2,0,1
15656330,528,68138.37,1,1,1
15569626,577,110080.3,1,1,1
15608726,663,0.0,2,1,1
15637366,505,114268.85,2,1,1
15778049,633,117412.35,1,0,0
15727421,586,0.0,2,1,1
15688865,850,0.0,2,0,0
15751032,629,35549.81,2,0,0
15734737,744,0.0,2,1,1
15746515,750,136492.92,3,1,1
15664311,637,123675.69,1,1,1
15708139,575,139532.34,1,1,0
15768574,671,178713.98,1,1,1
15738018,571,0.0,2,0,0
15699753,590,89086.31,1,1,0
15703199,619,96143.47,1,0,0
15627830,640,32197.64,1,0,1
15570855,670,0.0,2,1,1
15772503,737,0.0,2,1,0
15584453,555,0.0,2,0,1
15710111,742,0.0,2,0,0
15618562,618,140306.38,1,1,0
15706764,560,0.0,2,1,0
15798737,654,0.0,2,1,0
15712608,787,74483.97,2,0,1
15636736,611,0.0,2,0,1
15703544,559,0.0,1,1,0
15815645,481,152303.66,2,1,1
15705739,753,159904.79,1,1,0
15709643,675,0.0,3,1,0
15669805,748,99557.94,1,1,0
15737489,610,116886.59,1,0,0
15775131,580,142188.2,2,0,1
15765283,624,149961.99,2,1,0
15628715,709,0.0,2,1,1
15813283,605,0.0,1,0,0
15745716,706,0.0,2,0,1
15598485,567,28649.64,1,1,1
15696552,747,81025.6,2,1,0
15754569,664,0.0,2,1,1
15701741,711,152462.79,1,1,0
15572631,609,0.0,1,0,1
15636069,632,155519.59,1,1,0
15682467,725,118851.05,1,1,1
15790744,850,92899.27,2,1,0
15625023,682,0.0,1,0,1
15731267,797,75263.7,1,1,0
15742879,668,147904.31,1,1,1
15757015,783,106640.5,1,1,0
15770711,766,90696.78,1,0,1
15569430,704,175509.8,2,1,0
15617304,722,0.0,2,1,1
15704466,692,0.0,2,1,0
15664681,584,114321.28,2,0,0
15605534,644,95560.04,1,0,0
15792473,598,88379.81,3,0,1
15802625,733,85915.52,1,1,1
15766017,615,72309.3,1,1,1
15762172,850,0.0,2,1,0
15728333,521,0.0,1,1,1
15792868,675,0.0,2,1,0
15605698,746,0.0,3,1,1
15777060,770,0.0,1,1,0
15626243,618,133844.22,1,1,1
15719898,556,154872.08,2,1,1
15599976,749,0.0,2,1,0
15752809,702,116121.67,1,1,0
15589698,555,107104.5,1,1,1
15609977,587,71026.77,1,1,0
15750121,639,0.0,1,1,0
15734177,643,0.0,2,1,1
15781347,600,0.0,2,1,1
15592025,651,0.0,2,1,1
15670163,666,0.0,2,0,0
15765402,520,145644.05,1,0,0
15624343,650,129667.77,1,0,0
15602354,564,109341.87,1,1,0
15579183,586,0.0,2,1,1
15584899,617,0.0,2,0,1
15723658,712,0.0,2,1,0
15803965,654,87485.67,1,1,1
15682489,605,0.0,2,1,0
15813645,491,53369.13,1,1,1
15766787,707,0.0,2,1,1
15687171,638,146679.77,1,1,0
15690744,683,112499.42,2,1,0
15707974,815,48387.0,1,1,0
15673084,645,68079.8,1,0,1
15814772,645,160133.88,1,0,1
15743709,683,66190.33,1,1,1
15610343,705,0.0,2,1,1
15737414,647,123761.68,1,1,0
15788480,786,122325.58,1,0,0
15568519,534,0.0,2,1,0
15792453,602,138912.17,1,1,1
15658100,695,0.0,2,0,1
15695197,553,128524.19,2,1,0
15749807,516,0.0,2,1,0
15773876,655,0.0,2,1,0
15591698,849,132934.89,1,1,0
15712813,520,150805.17,3,0,1
15763898,568,0.0,2,1,1
15793324,695,0.0,3,0,1
15757759,807,165969.26,3,1,0
15796230,642,124495.98,3,1,1
15611729,703,141559.5,1,1,1
15709531,556,114756.14,1,1,0
15650751,585,0.0,2,1,1
15641413,587,155393.98,2,1,0
15753840,524,0.0,1,1,1
15669994,556,128663.81,2,1,0
15695301,504,113522.64,1,1,1
15792004,731,0.0,2,1,0
15603035,651,0.0,2,1,1
15717286,675,79035.95,1,1,0
15577107,657,0.0,3,0,1
15754747,686,141918.09,2,0,1
15705676,690,107944.33,2,0,0
15751912,567,0.0,2,0,1
15677336,557,120043.13,1,1,0
15684395,446,125191.69,1,1,1
15659949,850,96399.31,2,1,0
15812422,637,0.0,2,0,1
15806941,499,76961.6,2,1,1
15637690,622,98675.74,1,1,0
15632882,684,126817.13,2,1,1
15807107,612,121394.42,1,1,0
15661034,813,106059.4,1,0,0
15811958,850,112755.34,2,0,0
15785167,795,0.0,2,0,0
15646720,628,0.0,3,1,0
15658614,565,145400.69,2,1,1
15704657,601,72647.64,1,1,0
15567147,802,0.0,2,1,1
15701319,614,96340.81,2,1,1
15745266,434,0.0,1,0,1
15650437,522,124450.36,2,1,1
15764314,550,113877.23,2,1,0
15612594,599,0.0,2,1,1
15593501,493,148667.81,2,1,0
15804150,755,0.0,2,1,1
15649297,605,111065.93,2,0,1
15641110,708,0.0,1,1,0
15660608,699,158697.61,1,1,0
15806570,763,0.0,1,1,0
15715345,743,0.0,2,1,0
15755521,660,90044.32,2,0,1
15579074,619,84651.79,1,1,1
15641158,739,102128.27,1,1,0
15752507,769,148846.39,1,1,0
15597983,692,154953.94,1,1,1
15586069,560,108883.29,1,1,0
15655082,607,112070.86,3,1,0
15720155,630,131354.39,1,0,1
15582116,767,132746.2,2,1,0
15749365,543,0.0,2,0,1
15632069,776,125211.55,2,1,0
15663134,535,0.0,2,1,1
15766683,549,139422.37,1,0,0
15707219,844,0.0,2,0,1
15709232,586,157099.47,2,1,1
15801351,583,0.0,2,1,0
15578747,701,83600.24,1,0,1
15675626,726,0.0,1,0,0
15583736,829,81795.74,2,1,0
15590011,749,129378.32,1,1,1
15609913,743,0.0,1,1,0
15719479,619,0.0,2,1,1
15575147,699,99339.0,1,1,0
15597309,749,0.0,2,0,0
15648367,600,74430.1,2,1,1
15758031,760,91241.85,1,0,1
15751771,528,99092.45,1,0,1
15689288,630,0.0,2,1,0
15731026,683,100062.16,2,1,0
15775809,677,98723.67,1,0,1
15743076,669,0.0,1,1,1
15658258,693,128760.32,1,1,0
15756321,612,144772.69,1,0,0
15706799,719,0.0,1,0,0
15775703,702,71281.29,1,1,1
15642636,755,117035.89,1,1,1
15704651,514,0.0,2,0,0
15806771,753,3768.69,2,1,0
15566735,548,108913.84,2,1,1
15681671,850,101100.22,2,1,1
15775949,612,110615.47,1,1,1
15586752,628,152143.89,1,1,1
15582519,479,121797.09,1,0,1
15658233,724,109798.25,1,0,1
15755330,512,122403.24,1,0,1
15605072,638,145860.98,1,1,1
15617538,834,0.0,2,0,0
15591428,781,0.0,2,0,0
15692142,707,105086.74,1,1,1
15692931,670,114991.45,1,1,1
15781127,663,96769.04,1,1,1
15677136,624,0.0,2,0,0
15677828,598,0.0,2,0,0
15567897,619,132725.1,1,1,1
15793641,792,0.0,2,1,1
15678333,683,0.0,2,1,0
15630511,691,0.0,2,1,0
15792627,765,84557.82,1,1,1
15717191,508,93817.41,2,1,1
15625716,637,113913.53,1,0,1
15710053,667,140406.68,2,0,1
15580043,575,105229.34,1,1,1
15601410,744,0.0,3,1,1
15684669,567,137891.35,1,1,0
15619083,502,0.0,2,1,1
15692207,609,0.0,2,1,1
15730705,715,165252.52,1,1,0
15749688,541,0.0,2,0,0
15728542,850,0.0,2,1,1
15760063,595,0.0,2,1,1
15658982,650,122034.4,3,0,1
15758769,625,0.0,1,1,0
15778481,817,118962.58,1,1,1
15661162,526,0.0,1,1,0
15568164,850,71379.53,2,1,1
15601569,598,171178.25,1,1,0
15772383,613,131307.11,1,0,0
15667456,709,0.0,2,1,1
15672983,678,87099.85,2,1,0
15799534,720,183135.39,2,1,1
15582847,662,0.0,2,0,1
15612478,525,0.0,3,1,0
15709621,662,0.0,2,0,1
15802009,770,0.0,2,1,1
15698816,721,72535.45,1,1,1
15574830,633,128137.42,2,1,0
15603082,701,0.0,2,0,0
15685947,556,115915.53,2,0,1
15643048,639,0.0,2,0,1
15807568,632,0.0,2,0,0
15597591,456,107000.49,1,1,1
15747558,729,0.0,2,1,0
15756655,632,0.0,2,0,0
15589949,433,152806.74,1,1,0
15601012,802,92887.06,1,1,0
15724269,670,0.0,2,1,1
15567506,738,114940.67,2,1,1
15791877,706,140641.26,2,1,1
15794360,592,71816.74,2,1,0
15686538,522,0.0,2,0,1
15585985,746,165282.42,1,1,0
15699257,651,143145.87,2,1,0
15804104,494,114731.76,2,0,1
15727619,753,113909.69,3,1,0
15740237,671,116695.27,1,0,0
15801436,696,0.0,1,0,0
15705735,577,0.0,2,1,1
15649359,587,0.0,2,0,1
15624892,712,93978.96,2,1,0
15784918,498,121968.11,2,0,1
15584785,660,97324.91,1,1,0
15797197,678,0.0,2,1,0
15574858,530,0.0,2,1,1
15794101,559,0.0,2,0,1
15743245,624,145155.37,1,1,0
15791535,592,137222.77,1,0,0
15605215,767,0.0,2,0,1
15771749,653,114268.22,2,1,1
15616833,678,0.0,2,1,1
15750728,586,0.0,1,1,0
15769353,550,150490.32,1,0,0
15770091,643,160858.13,2,1,0
15716420,612,170288.38,1,1,1
15740602,674,111568.01,1,0,1
15796071,657,83889.03,1,1,0
15811389,724,171982.95,2,0,1
15783875,500,0.0,2,1,0
15671800,688,137624.4,2,1,1
15677288,599,121159.65,1,0,0
15633525,631,0.0,2,0,1
15634606,634,0.0,2,1,1
15579207,545,91184.01,1,1,0
15619892,644,0.0,2,1,0
15567778,690,144027.8,1,1,1
15711750,711,0.0,2,1,1
15751084,712,140170.61,1,1,1
15768945,627,62092.9,1,1,1
15586931,694,0.0,1,1,1
15636353,534,0.0,2,0,0
15623858,603,0.0,1,0,0
15703354,808,103516.87,1,1,0
15663987,723,0.0,3,1,0
15780805,585,0.0,2,1,0
15768566,706,0.0,2,1,1
15643229,671,0.0,2,1,1
15754940,597,85162.26,1,0,1
15676576,646,143061.88,1,1,0
15800068,801,0.0,2,1,1
15648030,731,137388.01,2,1,0
15668594,620,137712.01,1,1,1
15728709,484,106901.42,2,0,0
15724181,647,105603.21,2,1,1
15647546,688,150679.71,2,0,1
15702601,680,108300.27,2,0,1
15567725,689,52016.08,2,1,1
15674179,513,60515.13,1,0,0
15686957,553,158584.28,2,1,0
15607690,689,118812.5,2,0,0
15806546,517,0.0,1,1,0
15632850,731,0.0,2,1,1
15709016,687,91219.29,1,0,0
15638068,507,0.0,2,1,0
15749345,468,76318.64,1,1,1
15791321,682,0.0,1,1,0
15699095,603,0.0,1,1,1
15638329,522,111432.13,1,1,1
15575445,629,150148.51,1,0,0
15752622,729,38550.06,1,0,1
15774507,574,119013.86,1,1,0
15570857,677,111213.64,2,1,1
15599386,627,71097.23,1,1,1
15744913,788,109632.85,1,1,1
15647292,697,148368.02,1,0,0
15728838,578,148600.91,1,1,0
15584704,519,71083.98,1,1,0
15749068,632,139625.34,1,1,0
15622985,679,0.0,1,0,0
15587676,699,0.0,1,1,1
15779496,615,81564.1,2,0,1
15733460,622,0.0,2,1,1
15711457,755,124540.28,1,0,1
15795290,767,133616.39,1,1,0
15611223,752,101648.5,2,1,0
15794159,633,124281.84,1,1,1
15780677,717,0.0,2,1,1
15690175,585,0.0,2,0,0
15722599,751,183613.66,2,0,0
15569976,754,136186.44,1,1,1
15707011,495,137682.68,1,1,0
15702277,650,106005.54,1,0,1
15801915,529,152310.55,1,1,0
15580213,585,0.0,2,1,0
15637947,668,134446.04,1,0,1
15715888,591,142289.28,1,0,1
15732967,731,0.0,2,1,1
15737047,754,0.0,1,1,0
15694039,650,149003.76,2,1,0
15649457,588,131341.46,2,0,1
15742809,712,77919.78,1,1,0
15637829,691,0.0,2,0,1
15633194,771,108309.0,4,1,1
15611635,678,0.0,1,0,1
15638774,719,0.0,2,1,0
15722037,610,115462.02,1,0,1
15672930,722,0.0,2,1,0
15668774,758,122739.1,1,1,0
15780966,709,0.0,2,0,0
15659694,634,113781.5,2,1,1
15624424,678,0.0,2,1,1
15708713,633,0.0,2,1,1
15755405,710,128284.45,1,1,0
15647570,640,120591.19,1,0,0
15684348,656,0.0,2,0,1
15702541,551,166968.28,1,1,0
15646942,786,0.0,2,0,0
15748920,561,0.0,2,1,1
15694581,807,0.0,2,1,1
15643215,602,71667.97,2,0,0
15649060,727,82729.47,2,1,0
15774258,678,0.0,2,1,1
15731553,730,0.0,2,1,0
15617029,596,0.0,2,1,0
15780716,686,129626.19,2,1,1
15577018,684,114035.39,1,0,0
15809515,797,151922.94,1,1,0
15789924,658,0.0,1,1,1
15725076,653,107751.68,2,1,1
15672481,641,0.0,2,1,0
15574115,656,101179.23,2,1,1
15661830,750,0.0,2,1,1
15665879,768,0.0,2,0,1
15673820,568,0.0,2,1,0
15747772,706,58571.18,2,1,0
15666197,430,153058.64,1,1,0
15773639,745,98270.34,1,1,0
15581893,747,130788.71,1,0,1
15672447,657,99165.84,1,0,1
15777830,639,0.0,2,0,0
15713890,704,0.0,2,0,1
15577598,651,115636.05,2,1,0
15786042,706,185932.18,2,1,0
15753462,632,72549.0,2,0,1
15759690,751,0.0,2,1,1
15801414,767,0.0,2,0,0
15656141,741,0.0,1,0,1
15608701,651,121890.06,1,1,0
15582892,601,99786.07,1,1,1
15632967,520,0.0,2,1,1
15587573,626,115084.53,2,0,1
15654891,811,0.0,2,1,1
15611365,730,127661.69,1,0,0
15749103,604,118907.6,1,0,1
15810203,499,77627.33,2,1,0
15813660,754,160625.17,1,0,1
15605673,716,0.0,2,0,0
15669282,636,124266.86,1,0,0
15792726,470,127974.06,2,1,1
15593241,444,0.0,2,1,1
15683053,809,0.0,1,1,0
15632736,850,104911.35,2,1,1
15731865,637,0.0,2,1,0
15760450,512,0.0,2,1,1
15787204,774,110646.54,1,0,0
15650454,641,0.0,2,1,1
15573730,586,126704.49,2,1,0
15705050,611,0.0,2,1,1
15791342,660,84560.04,1,1,1
15684316,532,0.0,2,0,0
15700540,557,129893.56,1,0,0
15770631,730,167385.81,1,1,1
15790594,535,0.0,2,0,1
15604020,773,105858.71,1,0,1
15637599,510,123070.89,1,1,0
15736578,539,0.0,1,1,1
15666332,690,0.0,2,1,1
15727291,821,0.0,2,1,0
15785920,687,125141.24,2,1,1
15658987,557,96173.17,2,1,1
15687719,532,0.0,2,0,1
15799641,540,0.0,2,1,0
15758702,705,0.0,2,1,1
15689526,542,127543.11,2,1,0
15586848,706,0.0,2,1,0
15707637,765,0.0,1,1,0
15719426,529,103101.56,2,1,1
15639265,714,126113.28,1,1,0
15576124,582,40488.76,1,1,0
15757829,609,137389.77,2,1,0
15633227,518,85146.36,1,0,0
15753092,791,129828.58,1,1,1
15782939,747,80214.36,1,1,0
15746338,565,0.0,2,1,1
15590676,735,141796.43,1,1,0
15599329,697,195238.29,4,0,1
15783097,813,111348.15,1,1,0
15597885,772,0.0,2,1,1
15597467,606,0.0,2,1,1
15724764,667,64404.26,2,0,0
15778418,637,154309.67,1,1,1
15684769,542,129431.36,1,0,1
15756167,762,134204.67,1,1,1
15632439,698,0.0,2,0,1
15755138,850,0.0,2,1,1
15659092,621,0.0,2,1,0
15742116,671,116711.06,2,0,0
15801994,775,0.0,2,1,0
15647572,504,54980.81,1,1,1
15644551,751,99773.85,2,1,0
15709135,691,101231.77,2,0,0
